english,chinese,level,phonetic,example1,example1_form,example1_cn,example2,example2_form,example2_cn
diamond,钻石；菱形,高中,/ˈdaɪəmənd/,She wears a diamond ring.,,她戴着钻戒。,The baseball field is shaped like a diamond.,,棒球场是菱形的。
diary,日记,高中,/ˈdaɪəri/,Write in your diary.,,写日记。,She keeps a diary every day.,,她每天都记日记。
dictation,听写；口述,高中,/dɪkˈteɪʃn/,The teacher gave us dictation.,,老师让我们听写。,He took dictation from his boss.,,他记录下老板的口述。
dictionary,词典；字典,高中,/ˈdɪkʃəneri/,Look it up in the dictionary.,,查字典。,This dictionary is very useful.,,这本词典非常有用。
die,死；死亡,高中,/daɪ/,Flowers die in winter.,,花儿冬天枯萎。,The old man died peacefully.,died,那位老人安详地去世了。
difference,不同；差异,高中,/ˈdɪfrəns/,What's the difference?,,有什么区别？,There is a big difference between them.,,他们之间有很大的差异。
difficulty,困难；困境,高中,/ˈdɪfɪkəlti/,I have difficulty breathing.,,我呼吸困难。,He overcame many difficulties.,difficulties,他克服了许多困难。
direct,直接的；指挥；指导,高中,/dəˈrekt/,Direct me to the station.,,告诉我去车站怎么走。,She directed the project successfully.,directed,她成功地指导了这个项目。
direction,方向；指示,高中,/dəˈrekʃn/,Which direction is north?,,哪边是北？,Follow the directions carefully.,directions,仔细按照指示操作。
director,导演；主任；主管,高中,/dəˈrektə(r)/,The film director is famous.,,这位电影导演很有名。,She is the director of the company.,,她是这家公司的董事。
dirty,脏的；下流的,高中,/ˈdɜːti/,Wash your dirty hands.,,洗洗你的脏手。,The room was dirty and messy.,,房间又脏又乱。
disappear,消失；失踪,高中,/ˌdɪsəˈpɪə(r)/,The sun disappeared behind clouds.,disappeared,太阳躲到云后面去了。,The magician made the coin disappear.,,魔术师让硬币消失了。
disappoint,使失望,高中,/ˌdɪsəˈpɔɪnt/,Don't disappoint me.,,别让我失望。,The result disappointed everyone.,disappointed,结果让所有人都失望了。
disaster,灾难；不幸,高中,/dɪˈzɑːstə(r)/,The earthquake was a disaster.,,地震是一场灾难。,The party was a complete disaster.,,派对彻底搞砸了。
discount,折扣,高中,/ˈdɪskaʊnt/,Get a 20% discount.,,打八折。,They discounted the old models.,discounted,他们对旧型号进行了打折。
discover,发现；发觉,高中,/dɪˈskʌvə(r)/,Discover a new planet.,,发现一颗新行星。,He discovered the truth.,discovered,他发现了真相。
discovery,发现；被发现的事物,高中,/dɪˈskʌvəri/,The discovery shocked scientists.,,这一发现震惊了科学家。,It was an important scientific discovery.,,这是一项重要的科学发现。
discuss,讨论；商量,高中,/dɪˈskʌs/,Discuss the plan.,,讨论这个计划。,We discussed the problem yesterday.,discussed,我们昨天讨论了这个问题。
discussion,讨论；议论,高中,/dɪˈskʌʃn/,"After a long discussion, we agreed.",,经过长时间讨论，我们达成了一致。,The topic sparked a heated discussion.,,这个话题引发了一场热烈的讨论。
disease,疾病,高中,/dɪˈziːz/,Mosquitoes spread disease.,,蚊子传播疾病。,He suffers from a rare disease.,,他患有一种罕见的疾病。
dish,盘子；菜肴,高中,/dɪʃ/,Wash the dishes.,dishes,洗碗。,This is my favorite dish.,,这是我最喜欢的一道菜。
distance,距离；远方,高中,/ˈdɪstəns/,What's the distance?,,有多远？,Keep a safe distance from the car ahead.,,与前车保持安全距离。
distant,遥远的；疏远的,高中,/ˈdɪstənt/,A distant memory.,,一段遥远的回忆。,He was cold and distant.,,他冷漠而疏远。
distinct,清晰的；截然不同的,高中,/dɪˈstɪŋkt/,A distinct smell.,,一股明显的气味。,There are two distinct types of birds here.,,这里有两种截然不同的鸟类。
distinguish,区分；辨别,高中,/dɪˈstɪŋɡwɪʃ/,Distinguish right from wrong.,,分辨是非。,He distinguished himself in the competition.,distinguished,他在比赛中脱颖而出。
disturb,打扰；扰乱,高中,/dɪˈstɜːrb/,Don't disturb me.,,别打扰我。,The noise disturbed my sleep.,disturbed,噪音扰乱了我的睡眠。
dive,潜水；跳水,高中,/daɪv/,Dive into the pool.,,跳入泳池。,He dove into the water to save the child.,dove,他跳入水中去救那个孩子。
divide,划分；除以,高中,/dɪˈvaɪd/,Divide the cake into pieces.,,把蛋糕切开。,The river divides the city into two parts.,divides,这条河将城市分成两部分。
dollar,美元,高中,/ˈdɑːlər/,It costs five dollars.,dollars,这东西五美元。,I exchanged my euros for dollars.,dollars,我把欧元换成了美元。
doubt,怀疑；疑问,高中,/daʊt/,I doubt his words.,,我怀疑他说的话。,There is no doubt that he will succeed.,,毫无疑问他会成功。
dozen,一打（12个）,高中,/ˈdʌzn/,A dozen eggs.,,一打鸡蛋。,Dozens of people attended the meeting.,Dozens,数十人参加了会议。
drown,淹死；淹没,高中,/draʊn/,Don't drown the plants.,,别把植物浇太多水。,The loud music drowned out our conversation.,drowned,嘈杂的音乐淹没了我们的谈话声。
drug,药；毒品,高中,/drʌɡ/,Take the drug as directed.,,按说明服药。,He was arrested for selling drugs.,drugs,他因贩卖毒品被捕。
dumpling,饺子；面团,高中,/ˈdʌmplɪŋ/,I like eating dumplings.,dumplings,我喜欢吃饺子。,She made dumplings for dinner.,dumplings,她做了饺子当晚餐。
dust,灰尘；除尘,高中,/dʌst/,Wipe the dust away.,,擦掉灰尘。,She dusted the furniture every morning.,dusted,她每天早上给家具除尘。
duty,责任；义务；税,高中,/ˈduːti/,It's your duty.,,这是你的责任。,Customs duties are charged on imported goods.,duties,进口货物需缴纳关税。
eager,渴望的；热切的,高中,/ˈiːɡər/,He is eager to learn.,,他渴望学习。,She was eager for success.,,她渴望成功。
earn,赚取；赢得,高中,/ɜːrn/,Earn money by working.,,通过工作赚钱。,He earned their respect.,earned,他赢得了他们的尊重。
earthquake,地震,高中,/ˈɜːrθkweɪk/,The earthquake destroyed buildings.,,地震摧毁了建筑物。,The city is in an earthquake zone.,,这座城市位于地震带。
ease,容易；舒适；减轻,高中,/iːz/,Move with ease.,,轻松移动。,The medicine eased the pain.,eased,这药减轻了疼痛。
edge,边缘；刀刃,高中,/edʒ/,Stand on the edge.,,站在边缘。,He sharpened the knife's edge.,,他磨利了刀刃。
effort,努力,高中,/ˈefərt/,Make an effort.,,付出努力。,Their efforts were rewarded.,,他们的努力得到了回报。
electric,电的；电动的,高中,/ɪˈlektrɪk/,An electric car.,,电动汽车。,The atmosphere was electric.,,气氛非常热烈。
electrical,电的；与电有关的,高中,/ɪˈlektrɪkl/,Electrical appliances.,,电器。,He is an electrical engineer.,,他是一名电气工程师。
electricity,电,高中,/ɪˌlekˈtrɪsəti/,Turn off the electricity.,,切断电源。,The storm cut off the electricity.,,暴风雨切断了电力供应。
electronic,电子的,高中,/ɪˌlekˈtrɑːnɪk/,Electronic devices.,,电子设备。,We live in an electronic age.,,我们生活在电子时代。
encourage,鼓励,高中,/ɪnˈkɜːrɪdʒ/,Encourage her to try.,,鼓励她试试。,His words encouraged me greatly.,encouraged,他的话极大地鼓励了我。
enemy,敌人,高中,/ˈenəmi/,Don't make enemies.,,不要树敌。,The enemy forces retreated.,,敌军撤退了。
engine,引擎；发动机,高中,/ˈendʒɪn/,The engine stopped.,,引擎熄火了。,He started the car's engine.,,他启动了汽车引擎。
entire,整个的；全部的,高中,/ɪnˈtaɪər/,The entire class laughed.,,全班都笑了。,I spent the entire day reading.,,我花了一整天时间阅读。
entrance,入口；进入,高中,/ˈentrəns/,Use the front entrance.,,走正门。,The entrance fee is ten dollars.,,入场费是十美元。
envelope,信封,高中,/ˈenvələʊp/,Put the letter in the envelope.,,把信放进信封。,She sealed the envelope carefully.,sealed,她仔细地封好了信封。
equal,平等的；等于,高中,/ˈiːkwəl/,All men are equal.,,人人生而平等。,Two plus two equals four.,equals,二加二等于四。
equipment,设备；装备,高中,/ɪˈkwɪpmənt/,Sports equipment.,,运动器材。,The laboratory has modern equipment.,,这个实验室拥有现代化的设备。
escape,逃跑；逃脱,高中,/ɪˈskeɪp/,Escape from danger.,,逃离危险。,The prisoner attempted to escape.,,那名囚犯试图逃跑。
especially,特别地；尤其,高中,/ɪˈspeʃəli/,"I love fruits, especially apples.",,我喜欢水果，尤其是苹果。,It's especially cold today.,,今天特别冷。
essay,散文；随笔,高中,/ˈeseɪ/,Write an essay.,,写一篇短文。,He submitted his essay on time.,submitted,他按时提交了他的文章。
essential,必要的；本质的,高中,/ɪˈsenʃl/,Water is essential for life.,,水是生命必需品。,It is essential to arrive early.,,早点到达是必要的。
establish,建立；确立,高中,/ɪˈstæblɪʃ/,Establish a company.,,创办一家公司。,The school was established in 1900.,established,这所学校成立于1900年。
Europe,欧洲,高中,/ˈjʊərəp/,France is in Europe.,,法国在欧洲。,They traveled across Europe.,traveled,他们游遍了欧洲。
European,欧洲的；欧洲人,高中,/ˌjʊərəˈpiːən/,European culture.,,欧洲文化。,She is a European citizen.,,她是一位欧洲公民。
evaluate,评估；评价,高中,/ɪˈvæljueɪt/,Evaluate the results.,,评估结果。,The teacher evaluated the students' performance.,evaluated,老师评估了学生们的表现。
event,事件；比赛项目,高中,/ɪˈvent/,A historic event.,,历史性事件。,The next event is the 100-meter dash.,,下一个比赛项目是100米短跑。
ever,曾经；永远,高中,/ˈevə(r)/,Have you ever been there?,,你去过那里吗？,This is the best movie I've ever seen.,seen,这是我看过的最好的电影。
everybody,每个人,高中,/ˈevribɒdi/,Everybody is here.,,大家都到了。,Everybody enjoyed the party.,enjoyed,每个人都喜欢这个派对。
everyday,每天的；日常的,高中,/ˈevrideɪ/,Everyday life.,,日常生活。,These are my everyday shoes.,,这些是我日常穿的鞋子。
exact,精确的；确切的,高中,/ɪɡˈzækt/,The exact time is 3:00.,,确切时间是三点。,I need the exact amount.,,我需要确切的数额。
examine,检查；考试,高中,/ɪɡˈzæmɪn/,Examine the patient.,,检查病人。,The teacher examined the students' work.,examined,老师检查了学生们的作业。
excellent,优秀的；极好的,高中,/ˈeksələnt/,Excellent work!,,干得好！,She is an excellent student.,,她是一名优秀的学生。
except,除……之外,高中,/ɪkˈsept/,Everyone except Tom.,,除了汤姆，大家都在。,I like all fruits except bananas.,,除了香蕉，我喜欢所有水果。
exchange,交换；兑换,高中,/ɪksˈtʃeɪndʒ/,Exchange money.,,兑换货币。,They exchanged gifts at the party.,exchanged,他们在派对上交换了礼物。
excite,使兴奋；激动,高中,/ɪkˈsaɪt/,The news excited us.,excited,这消息让我们很兴奋。,The idea of a trip excites the children.,excites,旅行的想法让孩子们很兴奋。
exciting,令人兴奋的,高中,/ɪkˈsaɪtɪŋ/,An exciting game.,,一场激动人心的比赛。,It was an exciting adventure.,,那是一次令人兴奋的冒险。
excuse,借口；原谅,高中,/ɪkˈskjuːs/,"Excuse me, where is the toilet?",,请问，厕所在哪里？,He made an excuse for being late.,,他为迟到找了个借口。
exhibition,展览；展览会,高中,/ˌeksɪˈbɪʃn/,Visit an art exhibition.,,参观艺术展。,The museum held a special exhibition.,,博物馆举办了一场特别展览。
exist,存在；生存,高中,/ɪɡˈzɪst/,Does life exist on Mars?,,火星上存在生命吗？,Many problems still exist in the system.,,系统中仍然存在许多问题。
existence,存在；生存,高中,/ɪɡˈzɪstəns/,The existence of ghosts is debated.,,鬼魂是否存在尚有争议。,The company came into existence in 1990.,,这家公司成立于1990年。
exit,出口；退出,高中,/ˈeksɪt/,Find the emergency exit.,,找到紧急出口。,Please exit the building quietly.,,请安静地离开大楼。
experience,经验；经历,高中,/ɪkˈspɪəriəns/,He has much experience.,,他经验丰富。,It was a wonderful experience.,,那是一次美妙的经历。
experiment,实验；试验,高中,/ɪkˈsperɪmənt/,Do a science experiment.,,做科学实验。,They experimented with new methods.,experimented,他们尝试了新方法。
explanation,解释；说明,高中,/ˌekspləˈneɪʃn/,His explanation is unclear.,,他的解释不清楚。,She gave a detailed explanation of the process.,,她对流程给出了详细的解释。
explore,探索；探险,高中,/ɪkˈsplɔːr/,Explore the forest.,,探索森林。,They explored the possibility of cooperation.,explored,他们探讨了合作的可能性。
